1; 0.46
3; 0.50
4; 0.14
5; 0.38
6; 0.10
7; 0.00
8; 0.00
9; 0.13
10; 0.46
11; 0.64
12; 0.15
13; 0.18
14; 0.12
15; 0.40
16; 0.42
17; 0.32
18; 0.25
19; 0.00
20; 0.65
21; 0.70
22; 0.00
23; 0.27
24; 0.00
25; 0.16
26; 0.50
27; 1.00
28; 0.92
29; 0.00
30; 0.25
31; 0.96
32; 1.00
33; 0.50
34; 0.75
35; 0.14
36; 0.09
37; 0.61
38; 0.05
39; 0.05
40; 0.51
41; 0.47
42; 0.83
43; 0.00
44; 0.00
45; 0.83
46; 0.92
47; 0.38
48; 0.00
49; 0.94
50; 0.97
51; 0.47
52; 1.00
53; 0.17
54; 0.82
55; 0.00
56; 0.00
57; 0.75
58; 0.31
59; 0.25
60; 0.83
61; 0.88
62; 0.07
63; 0.00
64; 0.08
65; 0.18
66; 0.07
67; 0.31
68; 0.33
69; 0.14
70; 0.46
71; 0.09
72; 0.60
73; 0.60
74; 1.00
75; 0.19
76; 0.83
77; 0.67
78; 0.00
79; 0.11
80; 0.43
81; 0.77
82; 1.00
83; 0.63
84; 1.00
85; 0.00
86; 0.16
87; 0.00
88; 1.00
89; 0.42
90; 0.50
91; 0.28
92; 0.23
94; 0.33
95; 0.50
96; 0.81
97; 0.22
98; 0.33
99; 1.00
100; 1.00
