1; 0.05555555555555555
3; 0.02
4; 0.07692307692307693
5; 0.03125
6; 0.058823529411764705
7; 0.14285714285714285
8; 0
9; 0.058823529411764705
10; 0.07142857142857142
11; 0.1
12; 0.07692307692307693
13; 0.09090909090909091
14; 0.017543859649122806
15; 0.05
16; 0.025
17; 0.03571428571428571
18; 0.16666666666666666
19; 0.058823529411764705
20; 0.037037037037037035
21; 0.0625
22; 0.029411764705882353
23; 0.09090909090909091
24; 1.0
25; 0.022222222222222223
26; 0.06666666666666667
27; 1.0
28; 0.3333333333333333
29; 0.037037037037037035
30; 0.058823529411764705
31; 0.1111111111111111
32; 1.0
33; 0.05555555555555555
34; 0.0625
35; 0.07142857142857142
36; 0.14285714285714285
37; 0.03571428571428571
38; 0.03571428571428571
39; 0.03225806451612903
40; 0.045454545454545456
41; 0.041666666666666664
42; 0.5
43; 0.023809523809523808
44; 0
45; 0.3333333333333333
46; 0.3333333333333333
47; 0.038461538461538464
48; 0.09090909090909091
49; 0.14285714285714285
50; 0.5
51; 0.05
52; 1.0
53; 0.07692307692307693
54; 0.07142857142857142
55; 0.08333333333333333
56; 0
57; 0.022222222222222223
58; 0.043478260869565216
59; 0.125
60; 0.0625
61; 0.16666666666666666
62; 0.05555555555555555
63; 0
64; 0.013513513513513514
65; 0.02
66; 0.022727272727272728
67; 0.030303030303030304
68; 0.16666666666666666
69; 0.05555555555555555
70; 0.08333333333333333
71; 0.07142857142857142
72; 0.125
73; 0.2
74; 0.05263157894736842
75; 0.125
76; 0.125
77; 0.08333333333333333
78; 0.021739130434782608
79; 0.05
80; 0.125
81; 0.09090909090909091
82; 0.07692307692307693
83; 0.14285714285714285
84; 1.0
85; 0.029411764705882353
86; 0.02631578947368421
87; 0
88; 1.0
89; 0.038461538461538464
90; 0.038461538461538464
91; 0.023809523809523808
92; 0.029411764705882353
94; 0.08333333333333333
95; 0.25
96; 0.5
97; 0.07692307692307693
98; 0.5
99; 1.0
100; 1.0
